Code,Description
H01102,"Ginkgo biloba is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01103,"Kaempferia parviflora is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01104,"In botanical studies, Polygonum Capitatum has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01105,"Phyllanthus Amarus is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01106,"Silybum Marianum is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01107,"In botanical studies, Colubrina arborescens has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01108,"Anthemis nobilis is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01109,"The herb Holothuria leucospilota is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01110,"Anthemis altissima is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01111,"Saussurea lappa is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01112,"The herb Acorus gramineus is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01113,"Bacopa monnieri is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01114,"The herb Clonorchis sinensis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01115,"The herb Lepidium meyenii is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01116,"Mucuna pruriens is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
H01117,"Peganum harmala is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01118,"In botanical studies, Vitex agnus-castus has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01119,"Cyperus rotundus is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01120,"Lespedeza bicolor is valued in herbal medicine for its natural compounds and therapeutic uses. It is often prepared in decoctions, infusions, or as an ingredient in herbal formulations."
H01121,"Terminalia chebula is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01122,"In botanical studies, Alisma orientalis has been documented for its pharmacological activities. It is commonly employed as a herbal remedy in various traditional medicine systems."
H01123,"The herb Galanthus nivalis is known in ethnobotany for its unique phytochemical profile. It has been used in traditional healing practices and may contribute to wellness when prepared in teas, powders, or extracts."
H01124,"Galanthus woronowii is a medicinal plant traditionally used for its therapeutic properties. It has been studied for potential applications in herbal medicine, cooking, and natural remedies."
H01125,"Lycoris radiata [Syn. Amaryllis radiata] is a plant species recognized for its role in herbal medicine. It has been applied historically in Ayurveda, Traditional Chinese Medicine, and other systems of natural healing."
